id,id_old,title,genres,authors,description,readers_count,avg_rating,genre_score,book_description
1148,3434,Супружеская жизнь,"Зарубежная классика,Литература 20 века",Эрве Базен,"жанр: роман
темы: семья, любовь, отношения
конфликт: Проблемы в браке, супружеская неверность
смысл: Книга рассказывает о супружеской жизни и проблемах, с которыми сталкиваются муж и жена.",21,4.5,580,
1149,277425,Супружеская чета,"Зарубежная классика,Литература 20 века",Франц Кафка,"жанр: повесть
темы: семья, отношения, внутренний конфликт, идентичность, мораль
конфликт: противоречия в браке, поиск смысла
смысл: описание сложностей супружеских отношений, поиск выхода из кризиса.",15,4.3,580,
1150,58850,Сто лет одиночества,"Зарубежная классика,Литература 20 века",Габриэль Гарсиа Маркес,"жанр: роман
темы: семья, одиночество, власть, любовь, смерть
конфликт: борьба за власть и сохранение семьи
смысл: История о замкнутом сообществе и циклической природе времени.",19,4.5,580,
1151,18795,Ночной портье,"Зарубежная классика,Литература 20 века",Ирвин Шоу,"жанр: роман
темы: любовь, война, предательство
конфликт: внутренние противоречия, сложные отношения
смысл: описание жизни и отношений в период войны и после неё.",30,4.2,580,
1152,265236,Ночь в Лиссабоне,"Зарубежная классика,Современная зарубежная литература,Литература 20 века",Эрих Мария Ремарк,"жанр: роман
темы: любовь, свобода, выбор, смысл жизни, одиночество
конфликт: Противоречие между стремлением к свободе и невозможностью его реализации.
смысл: Герои романа ищут смысл жизни и свободу в условиях войны и послевоенного времени.",311,4.8,580,
1153,14577,Ночь нежна,"Зарубежная классика,Литература 20 века",Фрэнсис Фицджеральд,"жанр: роман
темы: любовь, одиночество, внутренний конфликт, идентичность, мораль
конфликт: противоречия между иллюзиями и реальностью, между стремлениями и возможностями
смысл: роман о сложных отношениях между людьми и их внутренними переживаниях.",76,3.7,580,
1154,302505,Хлеб по водам,"Зарубежная классика,Литература 20 века",Ирвин Шоу,"жанр: роман
темы: семья, выживание, война, предательство, честь
конфликт: Противоречия между членами семьи и их борьба за выживание в трудные времена.
смысл: Роман рассказывает о жизни семьи Столовицки в период экономических трудностей и войны.",21,4.0,580,
1155,299312,Хозяйка гостиницы,"Литература 20 века,Советская литература",Ирина Грекова,"жанр: роман
темы: любовь, семья, взросление, одиночество, смысл жизни
конфликт: Противоречия в личной жизни и отношениях.
смысл: Книга рассказывает о жизни и судьбе главной героини.",14,3.0,580,
1156,149355,Дядя Кузя – куриный начальник,"Литература 20 века,Советская литература",Виктор Астафьев,"жанр: повесть
темы: семья, взросление, выбор, мораль, добро и зло
конфликт: столкновение добра и зла, выбор пути
смысл: Повесть о жизни и выборе главного героя, Дяди Кузи.",21,5.0,580,
1157,81937,Евангелие от Иисуса,"Зарубежная классика,Современная зарубежная литература,Литература 20 века",Жозе Сарамаго,"жанр: философская проза
темы: религия, духовность, смысл жизни, мораль, добро и зло, внутренний конфликт
конфликт: противоречия в понимании добра и зла, вопросы морали
смысл: книга описывает жизнь и учения Иисуса Христа, заставляя читателя задуматься о смысле жизни и моральных ценностях.",33,4.0,580,
1159,196913,Дочь снегов. Сила сильных,"Зарубежная классика,Литература 20 века",Джек Лондон,"жанр: приключения
темы: выживание, сила, свобода
конфликт: Противостояние человека и природы
смысл: Книга рассказывает о приключениях и испытаниях, которые преодолевает героиня в суровых условиях.",17,5.0,580,
1161,298133,Неоконченный портрет,"Зарубежная классика,Литература 20 века",Мэри Уэстмакотт,"жанр: роман
темы: семья, идентичность, самопознание, внутренний конфликт, психология личности
конфликт: противоречия в отношениях, поиск себя
смысл: роман о сложностях семейных отношений и поиске собственной идентичности.",17,4.5,580,
1166,225429,Жизнь прожить,"Литература 20 века,Советская литература",Виктор Астафьев,"жанр: повесть
темы: жизнь, смерть, страдание, вина, прощение, смысл жизни
конфликт: противоречия жизни и смерти, поиск смысла
смысл: книга о жизни и смерти, о поиске смысла и прощении.",10,3.5,580,
1167,317670,Жил на свете Толька,"Литература 20 века,Советская литература",Виктор Астафьев,"жанр: повесть
темы: детство, взросление, одиночество, семья, выживание
конфликт: проблемы взросления, сложности взаимоотношений
смысл: Повесть о жизни и взрослении мальчика по имени Толька. Описание его судьбы и испытаний.",13,5.0,580,
1168,102126,Жила-была Клавочка,"Литература 20 века,Советская литература",Борис Васильев,"жанр: повесть
темы: семья, детство, взросление, любовь, внутренний конфликт
конфликт: противоречия взросления, сложные отношения
смысл: Описание жизни и взросления героини, Клавочки.",13,4.5,580,
1169,66532,Екатерина Воронина,"Зарубежная классика,Литература 20 века,Советская литература",Анатолий Рыбаков,"жанр: роман
темы: любовь, семья, взросление, одиночество, смысл жизни
конфликт: внутренние противоречия, поиск своего места в жизни
смысл: роман о взрослении и поиске жизненного пути.",16,4.0,580,
1170,271965,Дьявол и Господь Бог,"Пьесы и драматургия,Зарубежная классика,Литература 20 века",Жан-Поль Сартр,"жанр: философская проза
темы: добро и зло, мораль, внутренний конфликт, свобода, смысл жизни
конфликт: Противоречие между добром и злом, выбор пути
смысл: Роман о взаимодействии добра и зла и их влиянии на человеческую жизнь.",17,4.6,580,
1171,274478,Неслыханное нашествие,"Зарубежная классика,Литература 20 века",Джек Лондон,"жанр: приключения
темы: выживание, опасность, героизм, природа, человек и животное
конфликт: Противостояние человека и природы, борьба за выживание.
смысл: Книга рассказывает о приключениях людей, столкнувшихся с опасностями дикой природы.",17,1.0,580,
1172,204776,Нетерпение сердца,"Зарубежная классика,Литература 20 века",Стефан Цвейг,"жанр: повесть
темы: любовь, одиночество, внутренний конфликт, самопознание, идентичность
конфликт: противоречия между чувствами и разумом, столкновение с собственными эмоциями
смысл: повесть о сложной эмоциональной жизни человека, пытающегося разобраться в себе и своих чувствах.",23,4.0,580,
1173,284851,Стоик,"Зарубежная классика,Литература 20 века",Теодор Драйзер,"жанр: роман
темы: любовь, мораль, внутренний конфликт, идентичность, свобода
конфликт: столкновение с моральными принципами, внутренние противоречия
смысл: роман о жизненном пути человека, сталкивающегося с моральными дилеммами.",37,4.9,580,
1174,102376,Странствия,"Литература 20 века,Советская литература",Константин Паустовский,"жанр: повесть
темы: путешествия, приключение, свобода, выбор, самопознание
конфликт: поиск смысла жизни, преодоление трудностей
смысл: Описание путешествий и встреч с разными людьми, обобщение опыта и размышления о жизни.",12,4.8,580,
1176,135132,Фрэнни и Зуи,"Зарубежная классика,Литература 20 века",Джером Дэвид Сэлинджер,"жанр: повесть
темы: семья, взросление, одиночество, внутренний конфликт, идентичность
конфликт: взаимоотношения между членами семьи, поиск своего места в жизни
смысл: Повесть о сложных взаимоотношениях в семье и поисках самоопределения.",15,4.8,580,
1177,210904,Хатынская повесть,"Литература 20 века,Советская литература",Алесь Адамович,"жанр: повесть
темы: война, насилие, выживание, героизм, предательство, память
конфликт: Противоречия военного времени, борьба за выживание.
смысл: Повесть описывает события военного времени и их влияние на людей.",16,4.0,580,
1178,156057,Небо – моя обитель,"Зарубежная классика,Литература 20 века",Торнтон Уайлдер,"жанр: роман
темы: смысл жизни, смерть, страдание, вина, прощение, самопознание
конфликт: внутренние противоречия, поиск смысла
смысл: Роман о жизни и смерти человека, о поиске смысла и прощении.",12,5.0,580,
1179,240909,"За рекой, в тени деревьев","Зарубежная классика,Литература 20 века",Эрнест Хемингуэй,"жанр: повесть
темы: любовь, одиночество, смерть, выживание, идентичность
конфликт: Внутренний конфликт главного героя, борьба за выживание
смысл: Повесть о menschlichen состоянии, любви и выживании в сложных условиях.",23,5.0,580,
1180,117006,"Жаль, что вас не было с нами","Литература 20 века,Советская литература",Василий Аксенов,"жанр: повесть
темы: семья, взросление, одиночество, смысл жизни, внутренний конфликт
конфликт: Противоречия между поколениями, поиск смысла жизни
смысл: Повесть о сложностях семейных отношений и поиске своего места в жизни.",13,5.0,580,
1181,110503,Жареные зеленые помидоры в кафе «Полустанок»,"Зарубежная классика,Литература 20 века",Фэнни Флэгг,"жанр: роман
темы: дружба, свобода, выбор, самопознание, идентичность
конфликт: противоречия между традициями и современностью, внутренние конфликты персонажей
смысл: книга рассказывает о жизни и судьбах нескольких женщин, связанных с кафе «Полустанок», и их стремлении к свободе и самореализации.",506,4.6,580,
1182,259759,Желание стать индейцем,"Зарубежная классика,Литература 20 века",Франц Кафка,"жанр: притча
темы: идентичность, самопознание, внутренний конфликт, свобода, выбор
конфликт: поиск смысла и принадлежности, столкновение с реальностью
смысл: произведение рассказывает о стремлении человека найти свое место в мире и понять себя.",17,4.2,580,
1183,114453,Женщины,Литература 20 века,Чарльз Буковски,"жанр: роман
темы: любовь, женщины, отношения
конфликт: Отношения с женщинами, поиск смысла
смысл: Роман о взаимоотношениях мужчин и женщин.",365,3.8,580,
1184,160910,Студент и нищий,"Зарубежная классика,Литература 20 века",Грация Деледда,"жанр: роман
темы: любовь, семья, одиночество, смысл жизни, внутренний конфликт
конфликт: Противоречия между социальными статусами и личными ценностями.
смысл: Книга рассказывает о сложных жизненных ситуациях и внутренних переживаниях героев.",11,,580,
1185,123770,Фриленды,"Зарубежная классика,Литература 20 века",Джон Голсуорси,"жанр: роман
темы: семья, общество, мораль, свобода, выбор
конфликт: внутренние противоречия, социальные ограничения
смысл: роман о жизни и проблемах английской аристократии начала XX века.",17,4.5,580,
1186,119561,Сдаётся внаём,"Зарубежная классика,Литература 20 века",Джон Голсуорси,"жанр: новелла
темы: семья, общество, мораль, выбор, внутренний конфликт
конфликт: противоречия в обществе, внутренние разногласия
смысл: описание жизни и взаимоотношений людей в определенный исторический период.",16,3.5,580,
1187,107,Квазимодо церкви Спаса на Сенной,"Исторические детективы,Полицейские детективы,Литература 20 века",Роман Антропов,"жанр: повесть
темы: церковь, общество, мораль, добро и зло, внутренний конфликт, идентичность
конфликт: противоречия между внешними ожиданиями и внутренним миром, столкновение добра и зла
смысл: повествование о сложностях человеческой природы и societal expectations.",11,4.0,580,
1188,171617,Подрядчик из Норвуда,"Зарубежные детективы,Классические детективы,Литература 20 века",Артур Конан Дойл,"жанр: детектив
темы: расследование, тайна, преступление, честь, долг, мораль
конфликт: Противоречия между обвинением и невиновностью, между долгом и обстоятельствами.
смысл: Книга рассказывает о загадочном деле, в котором детектив Шерлок Холмс расследует преступление и раскрывает тайну.",19,4.3,580,
1189,86664,После похорон,"Зарубежные детективы,Классические детективы,Литература 20 века",Агата Кристи,"жанр: детектив
темы: семья, расследование, тайна, смерть, конфликт, предательство
конфликт: Поиск преступника после смерти богатого человека.
смысл: Расследование серии загадочных событий после похорон богатого человека.",17,5.0,580,
1190,134114,Три плута,"Исторические детективы,Литература 20 века",Александр Апраксин,"жанр: приключения
темы: дружба, предательство, честь, долг, выживание
конфликт: Противоречия между героями, опасность
смысл: Герои преодолевают трудности.",20,5.0,580,
1191,141848,Три студента,"Зарубежные детективы,Классические детективы,Литература 20 века",Артур Конан Дойл,"жанр: рассказ
темы: образование, студенты, расследование
конфликт: тайна, подозрения
смысл: Расследование событий, связанных с тремя студентами.",15,4.8,580,
1192,56687,Краткая история Англии и другие произведения 1914 – 1917,"Зарубежная классика,Литература 20 века",Гилберт Кит Честертон,"жанр: историческая проза
темы: история, политика, общество, культура, война
конфликт: Противоречия в обществе во время войны, исторические события
смысл: Описание исторических событий и их влияние на общество.",11,3.6,580,
1193,69846,Компромисс,"Литература 20 века,Советская литература",Сергей Довлатов,"жанр: повесть
темы: семья, выбор, мораль, внутренний конфликт, идентичность
конфликт: Противоречие между личными убеждениями и обстоятельствами.
смысл: Герой повести оказывается перед сложным выбором, влияющим на его жизнь и отношения.",280,4.4,580,
1195,62485,Сельский врач,"Зарубежная классика,Литература 20 века",Франц Кафка,"жанр: повесть
темы: деревня, медицина, одиночество, власть, бюрократия, общество
конфликт: Противоречие между сельским врачом и бюрократической системой.
смысл: Повесть описывает жизнь и трудности сельского врача в изолированной деревне.",19,5.0,580,
1197,94655,Лучше не бывает,"Зарубежные детективы,Современные детективы,Литература 20 века",Айрис Мердок,"жанр: роман
темы: любовь, мораль, внутренний конфликт, идентичность, психология личности
конфликт: противоречия в отношениях, поиск смысла
смысл: роман о сложностях человеческих отношений и поиске моральных ориентиров.",9,4.3,580,
1198,81301,Властелин мира,"Литература 20 века,Научная фантастика,Классика фантастики",Александр Беляев,"жанр: научная фантастика
темы: власть, наука, технологии, искусственный интеллект, будущее
конфликт: Борьба за власть, Научно-технологический прогресс
смысл: Роман о возможном будущем человечества, где наука и технологии играют ключевую роль.",19,5.0,580,
1199,86457,Замок ведьм,"Литература 20 века,Научная фантастика,Классика фантастики",Александр Беляев,"жанр: научная фантастика
темы: магия, мистика, сверхъестественное, наука, технологии, выживание
конфликт: Противостояние добра и зла, борьба за выживание
смысл: Героиня оказывается в мире, где магия и наука сосуществуют, и ей приходится адаптироваться к новым условиям.",16,5.0,580,
1200,147844,Отравленный пояс,"Литература 20 века,Научная фантастика",Артур Конан Дойл,"жанр: приключения
темы: выживание, опасность, героизм, предательство, честь
конфликт: Противостояние добра и зла, борьба за выживание
смысл: Герой произведения сталкивается с опасностью и должен найти способ выжить.",17,,580,
1202,310702,Сентябрьские розы,Современная зарубежная литература,Андре Моруа,"жанр: роман
темы: любовь, семья, взросление, одиночество, внутренний конфликт
конфликт: противоречия в отношениях, поиск смысла жизни
смысл: описание взаимоотношений и личностного роста героев.",31,4.5,566,
1203,232626,Семья О’Брайен,Современная зарубежная литература,Лайза Дженова,"жанр: роман
темы: семья, любовь, взросление, идентичность, отношения
конфликт: внутренние противоречия, семейные секреты
смысл: книга рассказывает о жизни семьи О'Брайен и их взаимоотношениях.",13,5.0,566,
1205,118840,Семь сестер,Современная зарубежная литература,Люсинда Райли,"жанр: роман
темы: семья, идентичность, выбор, смысл жизни, самопознание
конфликт: Противоречия между судьбой и свободой выбора.
смысл: Роман о жизни сестер и их поисках себя и своего места в мире.",20,4.3,566,
1206,239489,Круглый дом,Современная зарубежная литература,Луиза Эрдрич,"жанр: роман
темы: семья, насилие, выживание, идентичность, традиции
конфликт: столкновение с преступлением, поиск справедливости
смысл: роман рассказывает о жизни семьи и последствиях трагических событий.",6,,566,
1207,84832,Короткая глава в моей невероятной жизни,Современная зарубежная литература,Дана Рейнхардт,"жанр: автобиография
темы: детство, взросление, семья, идентичность, самопознание, смысл жизни
конфликт: нет информации
смысл: Книга представляет собой краткий рассказ о жизни автора.",12,4.2,566,
1208,317931,Кот по имени Алфи,Современная зарубежная литература,Рейчел Уэллс,"жанр: повесть
темы: домашние животные, дружба, семья, любовь, взросление
конфликт: проблемы в семье, сложности отношений
смысл: Повесть о коте по имени Алфи и его отношениях с хозяевами.",24,4.8,566,
1209,9730,Кошкина пижама,Современная зарубежная литература,Рэй Брэдбери,"жанр: повесть
темы: семья, детство, внутренний конфликт, идентичность, самопознание
конфликт: противоречия в отношениях между близкими людьми
смысл: повествование о сложных отношениях и поиске себя.",14,4.8,566,
1210,154580,"Красный блокнот, или Парижский квест «Cherchez la femme»",Современная зарубежная литература,Антуан Лорен,"жанр: детектив
темы: расследование, тайна, манипуляция, отношения, психология личности
конфликт: Поиск истины, противостояние персонажей
смысл: Герои ищут женщину, скрывающуюся в Париже, распутывая сложные отношения и мотивы.",19,5.0,566,
1211,165027,С жизнью наедине,Современная зарубежная литература,Кристин Ханна,"жанр: роман
темы: семья, любовь, выживание, внутренний конфликт, идентичность
конфликт: Противоречия между членами семьи, внутренние struggles персонажей
смысл: Роман о сложных семейных отношениях и борьбе за выживание.",74,4.9,566,
1212,52605,С того света,Современная зарубежная литература,Бернар Вербер,"жанр: роман
темы: смерть, страдание, вина, прощение, смысл жизни
конфликт: Противоречие между жизнью и смертью, поиск смысла после смерти близкого.
смысл: Роман о том, как люди справляются с потерей близких и ищут смысл жизни после смерти.",47,4.0,566,
1213,115817,Сады диссидентов,Современная зарубежная литература,Джонатан Литэм,"жанр: роман
темы: политика, общество, свобода, мораль, внутренний конфликт, идентичность
конфликт: Противоречия между личными убеждениями и общественной конформностью.
смысл: Роман исследует жизнь группы диссидентов и их отношение к обществу.",13,5.0,566,
1214,56834,Самый одинокий человек,Современная зарубежная литература,Сара Уинман,"жанр: роман
темы: одиночество, семья, идентичность, самопознание, смысл жизни
конфликт: внутренний конфликт, поиск смысла жизни
смысл: Роман о человеке, который ищет свое место в жизни и пытается понять себя.",25,4.8,566,
1215,302765,Серотонин,Современная зарубежная литература,Мишель Уэльбек,"жанр: роман
темы: любовь, одиночество, смысл жизни, внутренний конфликт, идентичность
конфликт: поиск смысла жизни, внутренние противоречия
смысл: роман о состоянии современного общества и поисках смысла жизни главным героем.",16,4.8,566,
1216,290725,Сестры по благоразумию,Современная зарубежная литература,Гейл Форман,"жанр: роман
темы: семья, взросление, идентичность, отношения, выбор
конфликт: внутренние противоречия и внешние обстоятельства
смысл: книга рассказывает о жизни двух сестёр и их взаимоотношениях.",18,4.0,566,
1217,287644,Ян,Современная зарубежная литература,Анна Гавальда,"жанр: роман
темы: любовь, взросление, одиночество, внутренний конфликт, самопознание
конфликт: поиск смысла жизни, преодоление одиночества
смысл: роман о взрослении и поиске своего места в жизни.",25,5.0,566,
1218,115833,Тремарнок,Современная зарубежная литература,Эмма Бёрстолл,"жанр: роман
темы: семья, одиночество, смысл жизни, самопознание, идентичность
конфликт: внутренние противоречия, поиск своего места
смысл: роман о поиске смысла жизни и своего места в мире.",17,5.0,566,
1219,216617,Корабельные новости,Современная зарубежная литература,Энни Пру,"жанр: повесть
темы: любовь, семья, одиночество, свобода, выбор
конфликт: Противоречия в отношениях, Внутренний конфликт
смысл: Повесть о сложных отношениях и выборе, Книга о любви и одиночестве",16,4.0,566,
1220,71706,Королева Юга,Современная зарубежная литература,Артуро Перес-Реверте,"жанр: приключения
темы: власть, коррупция, выживание, героизм, предательство, честь
конфликт: борьба за власть и выживание в мире наркотрафика
смысл: Книга рассказывает о жизни и приключениях женщины, ставшей королевой наркотрафика.",41,4.3,566,
1221,126155,Ты кем себя воображаешь?,Современная зарубежная литература,Элис Манро,"жанр: повесть
темы: самопознание, идентичность, психология личности, отношения, внутренний конфликт
конфликт: поиск себя, внутренние противоречия
смысл: Героиня ищет свое место в жизни, осознавая себя и свои отношения с окружающими. Повесть описывает ее внутренний мир и поиск идентичности.",18,5.0,566,
1222,147676,Не отпускай меня,Современная зарубежная литература,Кадзуо Исигуро,"жанр: роман
темы: детство, взросление, идентичность, мораль, внутренний конфликт, самопознание
конфликт: противоречия между личными чувствами и социальными нормами, борьба за сохранение индивидуальности
смысл: роман описывает жизнь группы людей, выросших в интернате и столкнувшихся с проблемами взросления и самопознания.",164,4.2,566,
1223,282516,Не отпускай меня никогда,Современная зарубежная литература,Кэтрин Хайд,"жанр: роман
темы: дружба, любовь, смерть, идентичность, мораль, внутренний конфликт
конфликт: противоречия между чувствами и долгом, столкновение с жесткой реальностью
смысл: роман рассказывает о сложных отношениях между людьми и о поиске своего места в жизни.",13,,566,
1224,193536,Не самое главное,Современная зарубежная литература,Паоло Соррентино,"жанр: эссе
темы: смысл жизни, идентичность, самопознание, внутренний конфликт, мораль
конфликт: поиск смысла, внутренние противоречия
смысл: Размышления о главных аспектах жизни. Поиск ответов на экзистенциальные вопросы.",8,5.0,566,
1225,75180,"Не такая, как все",Современная зарубежная литература,Марк Леви,"жанр: роман
темы: любовь, семья, внутренний конфликт
конфликт: противоречия в отношениях, сложности в общении
смысл: роман о сложных отношениях и поиске себя.",80,4.6,566,
1226,32144,Небо повсюду,Современная зарубежная литература,Дженди Нельсон,"жанр: роман
темы: семья, смерть, страдание, самопознание, идентичность, внутренний конфликт
конфликт: Потеря близкого человека, поиск смысла жизни
смысл: Книга рассказывает о жизни молодой женщины и ее семье после трагических событий.",19,3.3,566,
1227,232767,Небо принадлежит нам,Современная зарубежная литература,Люк Оллнатт,"жанр: роман
темы: смысл жизни, свобода, выбор, внутренний конфликт, самопознание
конфликт: поиск смысла жизни, преодоление внутренних противоречий
смысл: Герой ищет свой путь в жизни, стремясь к свободе и самоопределению. Роман описывает его внутренние переживания и поиск своего места в мире.",16,5.0,566,
1228,178769,Небо цвета надежды,Современная зарубежная литература,Амита Траси,"жанр: роман
темы: любовь, семья, взросление, одиночество, смысл жизни
конфликт: внутренние противоречия, поиск своего места
смысл: роман о взрослении и поиске жизненного пути.",21,4.8,566,
1229,8279,Наследие,Современная зарубежная литература,Жан-Поль Дюбуа,"жанр: роман
темы: семья, идентичность, смысл жизни, выбор, мораль, наследие
конфликт: противоречия между прошлым и настоящим, поиск своего места
смысл: роман о поиске смысла жизни и своего места в мире через осознание семейного наследия.",10,5.0,566,
1230,89104,За радугой,Современная зарубежная литература,Соломоника де Винтер,"жанр: роман
темы: семья, детство, одиночество, смерть, выживание
конфликт: Борьба за существование, преодоление трудностей
смысл: Роман рассказывает о жизни семьи и преодолении трудностей.",22,3.5,566,
1232,280444,Жена смотрителя зоопарка,Современная зарубежная литература,Диана Акерман,"жанр: биография
темы: любовь, семья, выживание
конфликт: Противоречия в отношениях между автором и ее мужем, проблемы в условиях войны.
смысл: Книга рассказывает о жизни автора и ее мужа в условиях войны и оккупации.",17,,566,
1233,263630,Женщина на лестнице,Современная зарубежная литература,Бернхард Шлинк,"жанр: роман
темы: любовь, одиночество, самопознание, идентичность, внутренний конфликт
конфликт: Противоречия в отношениях между людьми.
смысл: Книга рассказывает о жизни женщины, которая наблюдает за людьми на лестнице, и о её внутреннем мире.",15,5.0,566,
1234,294721,Единственный вдох,Современная зарубежная литература,Люси Кларк,"жанр: роман
темы: любовь, семья, смерть, страдание, выбор
конфликт: Противоречия между мечтами и реальностью. Борьба с обстоятельствами.
смысл: Героиня сталкивается с трудностями и делает выбор, который меняет её жизнь. Роман о любви и семье.",15,3.0,566,
1235,158191,Ежевичная зима,Современная зарубежная литература,Сара Джио,"жанр: роман
темы: любовь, семья, взросление, одиночество, самопознание
конфликт: внутренние противоречия, поиск смысла жизни
смысл: роман о взрослении и поиске своего места в жизни.",249,4.7,566,
1237,252661,Незнакомки,Современная зарубежная литература,Патрик Модиано,"жанр: роман
темы: идентичность, память, отношения
конфликт: поиск своего места в жизни, преодоление прошлого
смысл: Роман о человеке, который пытается разобраться в своей жизни и отношениях с другими людьми.",11,3.2,566,
1239,139295,Задача на деление,Современная зарубежная литература,Рэй Брэдбери,"жанр: научная фантастика
темы: технологии, искусственный интеллект, будущее, прогресс, наука
конфликт: противоречия между человечеством и технологическим прогрессом
смысл: произведение описывает возможный вариант будущего с новыми технологиями.",14,5.0,566,
1240,45483,Заир,"Зарубежная классика,Современная зарубежная литература",Пауло Коэльо,"жанр: роман
темы: любовь, свобода, выбор, смысл жизни, самопознание
конфликт: поиск смысла жизни, внутренние противоречия
смысл: Герой романа ищет ответы на вопросы о смысле жизни и свободе, находясь в сложных жизненных обстоятельствах.",93,4.8,566,
1242,301280,Жизнь и цель собаки,Современная зарубежная литература,Брюс Кэмерон,"жанр: повесть
темы: животные, смысл жизни, верность, дружба, семья
конфликт: Существование и предназначение собаки.
смысл: Повесть о жизни и цели собаки, исследующая взаимоотношения между животными и людьми.",17,4.3,566,
1243,316803,"Если вокруг пустота, есть где разгуляться",Современная зарубежная литература,Рэй Брэдбери,"жанр: научная фантастика
темы: одиночество, выживание, опасность, свобода, выбор
конфликт: Противоречие между стремлением к свободе и ограничениями в обществе.
смысл: Книга рассказывает о последствиях тотального контроля над обществом и о стремлении человека к свободе и самовыражению.",14,5.0,566,
